0.635|/1/xy/|[25, 38]
2.36|/1/melody/0|[1.0]
2.45|/1/melody/0|[0.0]
2.975|/1/melody/2|[1.0]
3.08|/1/melody/2|[0.0]
4.13|/1/melody/7|[1.0]
4.2|/1/melody/7|[0.0]
4.615|/1/melody/6|[1.0]
4.68|/1/melody/6|[0.0]
6.295|/1/melody/6|[1.0]
6.87|/1/melody/6|[0.0]
8.03|/1/xy/|[25, 38]
8.045|/1/xy/|[25, 38]
8.05|/1/melody/1|[1.0]
8.13|/1/xy/|[25, 38]
8.145|/1/xy/|[26, 38]
8.165|/1/xy/|[28, 37]
8.18|/1/xy/|[32, 36]
8.195|/1/xy/|[37, 36]
8.21|/1/xy/|[44, 35]
8.23|/1/xy/|[51, 34]
8.245|/1/xy/|[57, 34]
8.26|/1/xy/|[63, 34]
8.28|/1/xy/|[70, 33]
8.295|/1/xy/|[77, 32]
8.315|/1/xy/|[84, 31]
8.33|/1/xy/|[88, 30]
8.345|/1/xy/|[93, 29]
8.365|/1/xy/|[95, 29]
8.38|/1/xy/|[97, 28]
8.395|/1/xy/|[99, 28]
8.415|/1/xy/|[101, 28]
8.43|/1/xy/|[101, 28]
8.445|/1/xy/|[102, 28]
8.465|/1/xy/|[102, 28]
8.495|/1/xy/|[102, 28]
8.53|/1/xy/|[102, 28]
8.55|/1/xy/|[102, 28]
8.565|/1/xy/|[102, 28]
8.58|/1/xy/|[101, 28]
8.6|/1/xy/|[101, 28]
8.73|/1/xy/|[101, 27]
8.75|/1/xy/|[101, 27]
8.765|/1/xy/|[102, 27]
8.78|/1/xy/|[102, 27]
8.8|/1/xy/|[103, 27]
8.835|/1/xy/|[103, 27]
8.89|/1/melody/1|[0.0]
9.035|/1/melody/1|[1.0]
9.095|/1/melody/1|[0.0]
9.165|/1/xy/|[103, 27]
9.235|/1/xy/|[103, 27]
9.315|/1/xy/|[103, 27]
9.45|/1/xy/|[103, 28]
9.585|/1/xy/|[103, 28]
9.6|/1/xy/|[103, 28]
9.62|/1/xy/|[103, 28]
9.635|/1/xy/|[103, 29]
9.655|/1/xy/|[103, 30]
9.67|/1/xy/|[102, 32]
9.685|/1/xy/|[100, 35]
9.705|/1/xy/|[97, 38]
9.72|/1/xy/|[93, 41]
9.735|/1/xy/|[88, 45]
9.755|/1/xy/|[84, 49]
9.77|/1/xy/|[79, 52]
9.785|/1/xy/|[77, 54]
9.805|/1/xy/|[74, 56]
9.82|/1/xy/|[72, 58]
9.835|/1/xy/|[71, 58]
9.855|/1/xy/|[70, 59]
9.87|/1/xy/|[68, 60]
9.885|/1/xy/|[67, 61]
9.905|/1/xy/|[65, 61]
9.92|/1/xy/|[63, 62]
9.94|/1/xy/|[60, 63]
9.955|/1/xy/|[56, 65]
9.97|/1/xy/|[52, 66]
9.99|/1/xy/|[47, 68]
10.005|/1/xy/|[42, 71]
10.02|/1/xy/|[37, 72]
10.04|/1/xy/|[33, 75]
10.055|/1/xy/|[30, 76]
10.07|/1/xy/|[27, 78]
10.09|/1/xy/|[25, 79]
10.105|/1/xy/|[22, 81]
10.12|/1/xy/|[21, 82]
10.14|/1/xy/|[20, 83]
10.155|/1/xy/|[19, 83]
10.17|/1/xy/|[19, 83]
10.19|/1/xy/|[18, 84]
10.205|/1/xy/|[18, 84]
10.22|/1/xy/|[18, 84]
10.45|/1/melody/1|[1.0]
10.56|/1/melody/1|[0.0]
10.74|/1/xy/|[18, 84]
10.775|/1/xy/|[19, 84]
10.79|/1/xy/|[19, 84]
10.81|/1/xy/|[20, 84]
10.825|/1/xy/|[22, 85]
10.84|/1/xy/|[24, 86]
10.86|/1/xy/|[26, 87]
10.875|/1/xy/|[28, 88]
10.89|/1/xy/|[31, 90]
10.91|/1/xy/|[33, 91]
10.925|/1/xy/|[36, 93]
10.94|/1/xy/|[39, 94]
10.96|/1/xy/|[42, 95]
10.975|/1/xy/|[45, 96]
10.995|/1/xy/|[48, 97]
11.01|/1/xy/|[52, 98]
11.025|/1/xy/|[55, 99]
11.045|/1/xy/|[59, 99]
11.06|/1/xy/|[61, 100]
11.075|/1/xy/|[64, 100]
11.095|/1/xy/|[65, 100]
11.11|/1/xy/|[66, 101]
11.125|/1/xy/|[67, 101]
11.145|/1/xy/|[68, 101]
11.16|/1/xy/|[69, 101]
11.18|/1/xy/|[70, 102]
11.195|/1/xy/|[71, 103]
11.21|/1/xy/|[73, 103]
11.225|/1/xy/|[76, 105]
11.245|/1/xy/|[78, 106]
11.26|/1/xy/|[82, 108]
11.275|/1/xy/|[85, 109]
11.295|/1/xy/|[89, 110]
11.56|/1/melody/2|[1.0]
11.63|/1/melody/2|[0.0]
11.895|/1/xy/|[90, 110]
11.915|/1/xy/|[90, 110]
11.93|/1/xy/|[92, 111]
11.945|/1/xy/|[93, 112]
11.965|/1/xy/|[95, 113]
11.98|/1/xy/|[97, 115]
11.995|/1/xy/|[100, 116]
12.015|/1/xy/|[102, 118]
12.03|/1/xy/|[105, 120]
12.05|/1/xy/|[106, 121]
12.065|/1/xy/|[108, 122]
12.08|/1/xy/|[108, 123]
12.1|/1/xy/|[109, 124]
12.115|/1/xy/|[110, 124]
12.13|/1/xy/|[111, 125]
12.15|/1/xy/|[111, 125]
12.165|/1/xy/|[111, 125]
12.215|/1/xy/|[111, 125]
12.335|/1/xy/|[111, 125]
12.35|/1/xy/|[111, 124]
12.365|/1/xy/|[111, 123]
12.385|/1/xy/|[110, 122]
12.4|/1/xy/|[109, 120]
12.415|/1/xy/|[107, 117]
12.435|/1/xy/|[101, 111]
12.45|/1/xy/|[96, 105]
12.465|/1/xy/|[90, 99]
12.485|/1/xy/|[82, 93]
12.5|/1/xy/|[75, 88]
12.515|/1/xy/|[66, 84]
12.535|/1/xy/|[60, 81]
12.55|/1/xy/|[49, 76]
12.57|/1/xy/|[44, 73]
12.585|/1/xy/|[38, 70]
12.6|/1/xy/|[35, 68]
12.62|/1/xy/|[32, 66]
12.635|/1/xy/|[30, 63]
12.65|/1/xy/|[29, 62]
12.665|/1/xy/|[28, 61]
12.685|/1/xy/|[27, 59]
12.7|/1/xy/|[27, 58]
12.72|/1/xy/|[26, 57]
12.735|/1/xy/|[26, 57]
12.75|/1/xy/|[26, 56]
12.785|/1/xy/|[25, 56]
12.83|/1/melody/3|[1.0]
12.905|/1/melody/3|[0.0]
13.37|/1/xy/|[25, 55]
13.39|/1/xy/|[24, 54]
13.405|/1/xy/|[23, 52]
13.42|/1/xy/|[22, 51]
13.44|/1/xy/|[20, 48]
13.455|/1/xy/|[19, 46]
13.47|/1/xy/|[19, 43]
13.49|/1/xy/|[18, 41]
13.505|/1/xy/|[18, 40]
13.52|/1/xy/|[18, 38]
13.54|/1/xy/|[17, 36]
13.555|/1/xy/|[17, 35]
13.57|/1/xy/|[17, 34]
13.59|/1/xy/|[16, 33]
13.605|/1/xy/|[16, 32]
13.73|/1/tonality/1/4|[1.0]
13.815|/1/tonality/1/4|[0.0]
13.895|/1/tonality/1/4|[1.0]
13.97|/1/tonality/1/4|[0.0]
14.645|/1/xy/|[16, 32]
14.66|/1/xy/|[16, 32]
14.68|/1/xy/|[16, 30]
14.695|/1/xy/|[16, 29]
14.71|/1/xy/|[16, 26]
14.73|/1/xy/|[15, 22]
14.745|/1/xy/|[14, 18]
14.76|/1/xy/|[12, 14]
14.78|/1/xy/|[10, 10]
14.795|/1/xy/|[8, 8]
14.81|/1/xy/|[6, 5]
14.83|/1/xy/|[5, 3]
14.845|/1/xy/|[4, 1]
