0,0,0
2,0,0.0
81,14.6339995382,14.6339995382
172,14.6722471983,14.6722471983
332,14.9583748792,14.9583748792
591,24.7771136023,24.7771136023
1038,25.2816835823,25.2816835823
4099,25.297347419,25.297347419
4499,25.3063398841,25.3063398841
5397,25.3229445563,25.3229445563
7899,34.8204814264,34.8204814264
9709,41.3281161976,41.3281161976
10199,83.5478846625,83.5478846625
12789,239.1,239.1
23085,239.1,239.1
26253,240.2,240.2
