0,0,0
16,0,0.0
18,0,0.0
20,0,0.0
23,0,0.0
26,0,0.0
27,0,0.0
29,0,0.0
32,0,0.0
37,0,0.0
40,0,0.0
51,0,0.0
54,0,0.0
55,0,0.0
71,0,0.0
72,0,0.0
82,0,0.0
85,0,0.0
89,0,0.0
99,0,0.0
108,0,0.0
110,0,0.0
119,0,0.0
131,0,0.0
132,0,0.0
134,97,95.7346938776
135,97,95.7346938776
137,97,93.82
143,96,91.7959183673
181,96,89.96
192,96,88.04
201,96,86.12
357,96,84.2
405,96,82.28
617,96,80.0408163265
630,96,78.44
649,96,76.52
795,96,74.6
821,96,72.68
873,96,70.76
953,96,68.84
983,96,66.92
1135,96,65.0
1141,96,63.08
1177,96,61.16
1207,96,59.24
1459,96,57.32
1492,96,55.4
1519,96,52.612244898
1522,96,50.6530612245
1533,96,49.64
1546,96,47.72
1637,96,45.8
1675,96,41.96
1687,96,40.04
1702,96,38.12
1736,96,36.2
1801,96,34.28
1844,96,32.36
1894,96,30.44
1981,96,28.52
2029,96,25.1836734694
2045,96,24.68
2181,96,22.76
2215,96,20.84
2222,96,18.92
2453,96,17.0
2513,96,13.4285714286
2516,96,13.16
2569,96,11.24
2647,96,9.32
2688,96,7.4
2720,96,5.48
2770,96,3.56
2844,82,1.64
2963,0,0.0
2981,0,0.0
2991,0,0.0
3007,0,0.0
3051,0,0.0
3148,0,0.0
3259,0,0.0
3326,0,0.0
3377,0,0.0
3385,0,0.0
3398,0,0.0
3442,0,0.0
3473,0,0.0
3494,0,0.0
3582,0,0.0
3587,0,0.0
3611,0,0.0
3680,0,0.0
3776,0,0.0
3837,0,0.0
3856,0,0.0
3968,0,0.0
4008,0,0.0
4021,0,0.0
4069,0,0.0
4142,0,0.0
4180,0,0.0
4234,0,0.0
4287,0,0.0
4345,0,0.0
4364,0,0.0
4384,0,0.0
4410,0,0.0
4450,0,0.0
4478,0,0.0
4568,0,0.0
4587,0,0.0
4734,0,0.0
4759,0,0.0
4793,0,0.0
4837,0,0.0
4873,0,0.0
4879,0,0.0
4933,0,0.0
4969,0,0.0
4971,0,0.0
5120,0,0.0
5257,0,0.0
5300,0,0.0
5314,0,0.0
5403,0,0.0
5494,0,0.0
5634,0,0.0
5658,0,0.0
5840,0,0.0
5843,0,0.0
5893,0,0.0
6069,0,0.0
6072,0,0.0
6092,0,0.0
6096,0,0.0
6102,0,0.0
6140,0,0.0
6141,0,0.0
6224,0,0.0
6273,0,0.0
6425,0,0.0
6478,0,0.0
6484,0,0.0
6628,0,0.0
6635,0,0.0
6657,0,0.0
6682,0,0.0
6721,0,0.0
6762,0,0.0
6768,0,0.0
6861,0,0.0
6883,0,0.0
6891,0,0.0
6906,0,0.0
6928,0,0.0
6973,0,0.0
7064,0,0.0
7078,0,0.0
7082,0,0.0
7129,0,0.0
7196,0,0.0
7208,0,0.0
7221,0,0.0
7232,0,0.0
7292,0,0.0
7343,0,0.0
7417,0,0.0
7471,0,0.0
7482,0,0.0
7521,0,0.0
7536,0,0.0
7602,0,0.0
7604,0,0.0
7607,0,0.0
7615,0,0.0
7746,0,0.0
7797,0,0.0
7808,0,0.0
7816,0,0.0
7897,0,0.0
