0,0,0
2,0,0.0
4,0,0.0
6,0,0.0
8,0,0.0
10,0,0.0
12,0,0.0
30,1,0.04
31,2,0.115384615385
32,2,0.111111111111
40,2,0.142857142857
43,2,0.172413793103
45,2,0.166666666667
47,2,0.161290322581
50,3,0.25
51,3,0.272727272727
53,4,0.382352941176
54,5,0.514285714286
55,5,0.5
57,5,0.5
75,5,0.512820512821
77,5,0.5
79,5,0.560975609756
80,5,0.595238095238
86,5,0.604651162791
88,5,0.636363636364
97,5,0.666666666667
99,5,0.652173913043
104,5,0.702127659574
105,5,0.708333333333
106,5,0.69387755102
107,5,0.7
113,4,0.632653061224
116,4,0.64
121,4,0.66
135,4,0.68
137,4,0.74
140,3,0.74
143,3,0.734693877551
144,3,0.72
146,3,0.76
152,3,0.69387755102
155,3,0.673469387755
158,3,0.72
163,3,0.74
179,3,0.8
180,3,0.795918367347
185,3,0.8
193,2,0.76
194,2,0.8
198,2,0.82
203,5,0.98
204,5,1.02
211,3,1.0
216,3,1.02
230,3,1.04
234,3,1.06
239,3,1.1
243,3,1.08163265306
251,3,1.14
255,2,1.1
256,4,1.18
259,4,1.2
261,4,1.26
267,4,1.28
268,4,1.3
279,4,1.34
280,4,1.36
283,4,1.4
284,5,1.5
285,5,1.52
288,5,1.54
311,5,1.56
312,5,1.58
314,4,1.55102040816
325,4,1.54
330,4,1.58
337,3,1.52
341,3,1.54
372,3,1.5
375,4,1.56
382,4,1.6
395,4,1.62
401,4,1.64
414,4,1.68
427,5,1.76
429,4,1.73469387755
434,4,1.72
441,3,1.69387755102
443,3,1.69387755102
451,3,1.65306122449
456,5,1.72
465,5,1.76
469,5,1.78
479,5,1.8
503,3,1.72
519,3,1.68
521,3,1.7
526,3,1.74
531,3,1.7
543,4,1.76
547,4,1.78
551,4,1.8
564,4,1.84
570,4,1.88
571,4,1.9
583,4,1.94
589,5,2.02
592,5,2.06
614,5,2.1
626,5,2.12
627,5,2.14285714286
629,5,2.12
636,4,2.06
653,5,2.14
655,5,2.16
674,5,2.18
678,5,2.2
686,5,2.22
694,4,2.18367346939
700,4,2.18
701,4,2.2
710,3,2.14
715,3,2.16326530612
719,3,2.16
721,3,2.16326530612
722,3,2.16326530612
742,3,2.18
752,3,2.14
759,5,2.22
760,5,2.28
766,5,2.3
771,5,2.36
785,5,2.38
796,5,2.4
803,5,2.38775510204
807,5,2.38
818,4,2.24489795918
821,4,2.22
825,4,2.24
833,4,2.28
864,3,2.22
870,3,2.22448979592
872,3,2.18367346939
873,3,2.14285714286
874,3,2.14285714286
875,3,2.14
897,3,2.16
898,3,2.18
909,3,2.16
953,3,2.14
962,5,2.18
963,5,2.2
986,5,2.22
1005,3,2.18
1008,3,2.18367346939
1009,3,2.18
1020,3,2.2
1039,3,2.20408163265
1040,3,2.22
1049,3,2.18
1057,3,2.18
1059,3,2.22
1061,3,2.24
1074,3,2.22448979592
1088,3,2.2
1091,3,2.22
1111,4,2.26
1138,3,2.22
1140,4,2.26
1145,4,2.28571428571
1146,4,2.26
1150,3,2.24489795918
1155,3,2.24
1156,5,2.3
1165,3,2.20408163265
1166,3,2.2
1171,3,2.22
1173,3,2.24
1192,3,2.26
1199,3,2.22
1200,3,2.24
1202,5,2.3
1208,3,2.26530612245
1216,3,2.24489795918
1218,3,2.24
1252,3,2.2
1254,3,2.24
1264,5,2.3
1280,3,2.22
1290,3,2.24
1297,3,2.22448979592
1304,3,2.2
1312,3,2.16
1322,5,2.24
1327,3,2.20408163265
1329,3,2.2
1340,3,2.22
1365,3,2.24
1384,4,2.28571428571
1398,4,2.28
1427,5,2.3
1429,5,2.32
1439,5,2.36
1463,3,2.26530612245
1468,3,2.28
1478,3,2.28571428571
1485,4,2.32
1511,4,2.34
1526,4,2.38
1543,4,2.32
1545,4,2.34
1554,5,2.4
1557,4,2.36734693878
1561,3,2.34693877551
1563,3,2.32653061224
1574,3,2.32
1588,3,2.28
1592,3,2.32
1603,3,2.32653061224
1609,3,2.3
1611,3,2.34
1635,3,2.36
1638,3,2.38
1649,3,2.4
1655,3,2.42
1675,5,2.48
1676,5,2.5
1681,3,2.46
1698,5,2.52
1702,3,2.44897959184
1703,3,2.44
1710,8,2.56
1712,8,2.6
1729,8,2.62
1734,4,2.5306122449
1735,4,2.48
1740,4,2.52
1746,3,2.5
1748,4,2.54
1755,6,2.58
1782,6,2.58
1796,6,2.62
1806,6,2.63265306122
1807,6,2.62
1809,6,2.64
1814,6,2.68
1816,6,2.7
1835,4,2.59183673469
1837,4,2.54
1847,4,2.6
1853,3,2.59183673469
1858,3,2.58
1860,7,2.68
1872,3,2.58
1882,3,2.54
1886,3,2.56
1900,3,2.57142857143
1905,4,2.6
1906,5,2.66
1911,5,2.7
1933,7,2.8
1934,7,2.82
1939,5,2.79591836735
1943,5,2.73469387755
1950,5,2.74
1952,84.7,84.4530612245
1953,84.5,77.688
1974,84.5,77.728
1981,84.5,77.808
1982,84.5,77.888
1984,84.5,77.968
2001,84.5,78.008
2026,84.5,76.338
2037,84.5,76.418
2041,84.5,76.618
2045,84.5,76.678
2047,84.5,76.878
2067,84.5,75.268
2071,84.5,73.638
2073,84.5,73.658
2095,84.5,73.938
2113,84.5,73.978
2119,84.5,72.308
2130,84.5,72.328
2131,84.5,72.368
2149,84.5,70.818
2179,84.5,71.018
2186,84.5,71.218
2191,84.5,71.398
2228,84.5,71.558
2268,84.5,71.698
2281,84.5,71.838
2323,84.5,70.228
2331,84.5,70.548
2360,84.5,68.878
2365,84.5,68.6204081633
2367,84.5,67.308
2380,84.5,67.348
2382,84.5,67.548
2397,84.5,65.938
2404,84.5,66.138
2431,84.5,64.528
2471,84.5,64.808
2478,84.5,64.5897959184
2491,84.5,61.968
2522,84.5,61.712244898
2523,84.5,60.518
2525,84.5,60.898
2610,84.5,57.678
2627,84.5,57.3346938776
2639,84.5,56.268
2642,84.5,54.938
2660,84.5,55.298
2677,84.5,53.0591836735
2681,84.5,52.278
2688,84.5,50.668
2690,84.5,51.008
2716,84.4,49.378
2728,84.4,49.398
2747,84.4,47.0836734694
2753,84.4,46.502
2755,133,49.082
2806,133,49.422
2808,133,49.622
2812,84.4,48.0836734694
2814,84.4,46.4428571429
2818,84.4,45.594
2842,84.4,43.1204081633
2845,84.4,42.338
2857,84.4,42.378
2861,84.4,42.578
2892,84.4,42.778
2900,84.4,42.978
2902,84.4,40.6551020408
2921,84.4,39.922
2933,84.4,39.0551020408
2938,84.4,38.554
2946,84.4,39.2591836735
2952,84.4,38.554
2988,84.4,36.1816326531
2991,84.4,34.5408163265
2995,84.4,34.29
3005,84.4,34.57
3025,84.4,33.282
3063,84.4,33.482
3078,84.4,33.682
3145,84.4,32.074
3151,84.4,32.354
3173,84.4,32.494
3237,84.4,31.086
3251,84.4,29.478
3285,84.4,29.498
3287,84.4,29.818
3368,84.4,27.0632653061
3374,84.4,26.802
3383,84.4,27.402
3401,84.4,27.462
3460,84.4,25.854
3468,104,27.854
3490,104,28.1367346939
3496,104,27.654
3524,104,27.854
3534,104,28.014
3550,104,28.154
3553,84.4,26.214
3625,84.4,24.606
3633,84.4,24.806
3638,84.4,23.7326530612
3643,84.4,23.538
3693,84.4,23.698
3748,126,25.938
3754,126,25.978
3804,84.4,23.538
3852,84.4,23.898
3878,84.4,22.27
3885,84.4,22.29
3893,84.4,20.882
3960,133,23.462
4051,133,23.522
4079,133,25.782
4123,133,25.942
4150,127,23.9
4163,127,23.842
4183,98,23.262
4203,98,23.4510204082
4226,98,23.282
4265,98,23.362
4292,107,25.222
4309,107,25.282
4320,107,25.342
4398,107,25.502
4437,107,25.562
4460,107,25.722
4484,98,24.2265306122
4499,84.4,22.3081632653
4521,84.4,20.9530612245
4534,84.4,20.974
4587,84.3,21.0469387755
4588,125,23.126
4620,125,23.286
4745,84.3,21.226
4812,84.3,21.386
4952,84.3,22.226
4968,128,24.506
4981,128,24.646
5005,128,26.586
5134,128,26.746
5170,128,27.166
5256,128,28.506
5257,128,30.606
5286,119,30.5367346939
5288,111,28.2306122449
5299,111,27.686
5301,156,30.786
5302,156,31.106
5398,156,31.226
5411,108,26.6591836735
5418,108,26.146
5430,108,26.206
5451,84.3,24.8020408163
5464,84.3,24.586
5487,84.3,25.046
5489,125,27.266
5521,84.3,24.846
5532,84.3,26.086
5547,150,28.766
5553,81,24.9183673469
5561,81,24.5
5564,81,24.78
5600,71,23.52
5691,71,23.54
